LRU序号,最后修改时间_AsiaShanghai,距审计日天数,类别,路径,大小_字节,治理状态,治理优先级,静态引用文件数,引用样例_最多3个,Last_materially_modified,建议治理动作,误删风险,说明
408,2026-07-29T02:32:41+08:00,6.2,测试,tests/test_post_fill_response_kernel.py,2795,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
409,2026-07-29T02:32:41+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/campaign_tail_score.py,31602,近期变更待观察,P4,5,README.md | README.zh-CN.md | docs/audit_entrypoints_20260630.md,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
410,2026-07-29T02:32:41+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/safe_add_rearm_support_preflight.py,10231,近期变更待观察,P4,3,docs/audit_entrypoints_20260630.md | research/governance/migrations/layout_v2.json | tests/test_safe_add_rearm_ope_panel.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
411,2026-07-29T02:32:41+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/safe_add_rearm_ope_panel.py,14802,近期变更待观察,P4,7,docs/audit_entrypoints_20260630.md | research/families/f09_campaign_action_uplift/audit/safe_add_rearm_outcome_report.py | research/families/f09_campaign_action_uplift/audit/safe_add_rearm_randomized.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
412,2026-07-29T02:32:41+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/safe_add_rearm_outcome_report.py,32742,近期变更待观察,P4,2,docs/audit_entrypoints_20260630.md | research/governance/migrations/layout_v2.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
413,2026-07-29T02:32:41+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/sell_campaign_add_permission_cate.py,38861,候选删除：关闭 action evaluator，待用户确认,P1,3,docs/repository_lru_audit_20260727.md | research/governance/migrations/layout_v2.json | tests/test_sell_campaign_add_permission_cate.py,,与同组 evaluator/test 原子删除；先保留冻结报告、通用 replay/OPE 与 artifact identity,中,精确 action family 已关闭；代码存在不再代表研究或 live 权限
414,2026-07-29T02:32:41+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/randomized_action_contrast.py,27293,近期变更待观察,P4,9,research/families/f09_campaign_action_uplift/audit/volatility_time_add_rearm_negative_result_attribution.py | research/families/f09_campaign_action_uplift/docs/cross_venue_fair_center_shift_randomized_replay_v1_1_spec_20260801.json | research/families/f09_campaign_action_uplift/docs/cross_venue_fair_center_shift_randomized_replay_v1_spec_20260801.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
415,2026-07-29T02:32:41+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/enrich_safe_add_rearm_paths.py,7664,近期变更待观察,P4,2,docs/audit_entrypoints_20260630.md | research/governance/migrations/layout_v2.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
416,2026-07-29T02:32:41+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/safe_add_rearm_state_policy.py,36561,近期变更待观察,P4,3,docs/audit_entrypoints_20260630.md | research/governance/migrations/layout_v2.json | tests/test_safe_add_rearm_state_policy.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
417,2026-07-29T02:32:41+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/campaign_repair_probability.py,24488,近期变更待观察,P4,2,research/families/f01_fixed_parameter_racing/campaign_outcome_replay_audit.py | research/governance/migrations/layout_v2.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
418,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f06_placement_fill_cif/audit/paired_fixed_spread_monotonic.py,38856,近期变更待观察,P4,2,research/governance/migrations/layout_v2.json | tests/test_paired_fixed_spread_monotonic.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
419,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f06_placement_fill_cif/audit/paired_order_lifecycle_smoke.py,27714,近期变更待观察,P4,5,research/families/f06_placement_fill_cif/audit/placement_fill_panel.py | research/families/f06_placement_fill_cif/audit/request_state_panel.py | research/families/f06_placement_fill_cif/docs/placement_fill_request_state_race_v2_spec_20260728.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
420,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f06_placement_fill_cif/audit/fixed_spread_support.py,10299,近期变更待观察,P4,3,research/families/f06_placement_fill_cif/audit/paired_fixed_spread_monotonic.py | research/governance/migrations/layout_v2.json | tests/test_paired_fixed_spread_monotonic.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
421,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f05_fill_quality_quote_ev/train_quote_ev.py,85249,近期变更待观察,P4,6,.github/skills/mm-as-glft-ml-spread/SKILL.md | models/experiment_runner.py | project.md,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
422,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f01_fixed_parameter_racing/parameter_selection.py,81095,近期变更待观察,P4,5,docs/codebase_architecture_20260705.md | research/families/f01_fixed_parameter_racing/audit/paired_screening.py | research/families/f01_fixed_parameter_racing/parameter_racing_sweep.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
423,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/local_action_ope_report.py,45329,近期变更待观察,P4,7,.github/skills/mm-as-glft-ml-spread/SKILL.md | docs/audit_entrypoints_20260630.md | project.md,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
424,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f05_fill_quality_quote_ev/audit/fill_toxicity.py,24580,近期变更待观察,P4,7,README.md | README.zh-CN.md | docs/audit_entrypoints_20260630.md,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
425,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/local_action_uplift.py,82466,近期变更待观察,P4,14,.github/skills/mm-as-glft-ml-spread/SKILL.md | docs/audit_entrypoints_20260630.md | project.md,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
426,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f03_causal_13_head/feature_variants.py,10518,近期变更待观察,P4,4,models/backtest_tick.py | research/families/f03_causal_13_head/ml_model.py | research/governance/migrations/layout_v2.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
427,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f01_fixed_parameter_racing/daily_smoke_sweep.py,49231,近期变更待观察,P4,2,docs/audit_entrypoints_20260630.md | research/governance/migrations/layout_v2.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
428,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f07_active_order_continuation/audit/local_order_value_replay.py,77614,近期变更待观察,P4,6,docs/market_data.md | research/families/f06_placement_fill_cif/audit/placement_fill_panel.py | research/families/f06_placement_fill_cif/docs/placement_fill_request_state_race_v2_spec_20260728.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
429,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f05_fill_quality_quote_ev/audit/fill_toxicity_incremental.py,32216,近期变更待观察,P4,4,research/families/f09_campaign_action_uplift/audit/safe_add_rearm_hazard.py | research/families/f10_live_replay_attribution/audit/maker_lifecycle_screen.py | research/governance/migrations/layout_v2.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
430,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/state_conditioned_rearm_ope.py,30600,近期变更待观察,P4,3,docs/audit_entrypoints_20260630.md | research/governance/migrations/layout_v2.json | tests/test_state_conditioned_rearm_panel.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
431,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f07_active_order_continuation/audit/dynamic_fill_hazard.py,103549,近期变更待观察,P4,3,research/governance/migrations/layout_v2.json | research/research_family_foundation_and_blockers_20260729.md | tests/test_dynamic_fill_hazard.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
432,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f10_live_replay_attribution/audit/dynamic_mechanism_campaign_audit.py,66306,近期变更待观察,P4,2,research/governance/migrations/layout_v2.json | tests/test_dynamic_mechanism_campaign_audit.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
433,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/safe_add_rearm_randomized.py,20087,近期变更待观察,P4,2,docs/audit_entrypoints_20260630.md | research/governance/migrations/layout_v2.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
434,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/sell_repair_trend_skip_cate.py,37950,候选删除：关闭 action evaluator，待用户确认,P1,3,docs/repository_lru_audit_20260727.md | research/governance/migrations/layout_v2.json | tests/test_sell_repair_trend_skip_cate.py,,与同组 evaluator/test 原子删除；先保留冻结报告、通用 replay/OPE 与 artifact identity,中,精确 action family 已关闭；代码存在不再代表研究或 live 权限
435,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f04_external_market_alpha/cross_market_shock_audit.py,26011,近期变更待观察,P4,3,.github/skills/mm-as-glft-ml-spread/SKILL.md | project.md | research/governance/migrations/layout_v2.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
436,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/safe_add_rearm_hazard.py,25736,候选删除：关闭 action evaluator，待用户确认,P1,3,docs/repository_lru_audit_20260727.md | research/governance/migrations/layout_v2.json | tests/test_safe_add_rearm_hazard.py,,与同组 evaluator/test 原子删除；先保留冻结报告、通用 replay/OPE 与 artifact identity,中,精确 action family 已关闭；代码存在不再代表研究或 live 权限
437,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/recovery_event_support_preflight.py,21698,近期变更待观察,P4,2,research/governance/migrations/layout_v2.json | tests/test_recovery_event_rearm.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
438,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f04_external_market_alpha/external_venue_model.py,55077,近期变更待观察,P4,4,models/README.md | research/families/f04_external_market_alpha/docs/external_information_decay_v1_development_20260727.md | research/governance/migrations/layout_v2.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
439,2026-07-29T02:33:32+08:00,6.2,代码,research/families/f09_campaign_action_uplift/audit/state_conditioned_policy_artifact.py,28332,近期变更待观察,P4,2,research/governance/migrations/layout_v2.json | tests/test_state_conditioned_policy_artifact.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
